iter	RMSE
551	3.76053346
552	3.756397447
553	3.753658685
554	3.748818435
555	3.7477069
556	3.746216869
557	3.743008147
558	3.737600455
559	3.735009361
560	3.73345716
561	3.733102153
562	3.731152926
563	3.728934442
564	3.72865166
565	3.7259959
566	3.725755683
567	3.72368124
568	3.721188004
569	3.719353755
570	3.714970938
571	3.712593497
572	3.712224466
573	3.711521377
574	3.709300756
575	3.706047782
576	3.704875623
577	3.702240747
578	3.699846085
579	3.698141237
580	3.696142197
581	3.693666472
582	3.692273382
583	3.689503966
584	3.6878506
585	3.685977763
586	3.684592717
587	3.681624196
588	3.680444407
589	3.679015032
590	3.675929625
591	3.674744571
592	3.673173322
593	3.67151909
594	3.669703512
595	3.669278007
596	3.666686845
597	3.66476882
598	3.662701027
599	3.661902813
600	3.661583061
601	3.659576208
602	3.658944225
603	3.656072482
604	3.654987459
605	3.651529352
606	3.649061006
607	3.648176256
608	3.645375905
609	3.642839045
610	3.642007367
611	3.639937226
612	3.636789859
613	3.633616098
614	3.632420425
615	3.631494534
616	3.629780567
617	3.626493858
618	3.625284607
619	3.622792859
620	3.620840072
621	3.618955934
622	3.614198966
623	3.611878698
624	3.606736577
625	3.606078623
626	3.605470833
627	3.603378094
628	3.60212624
629	3.599678159
630	3.597801937
631	3.592855679
632	3.592192599
633	3.590518332
634	3.586349314
635	3.582856603
636	3.582201515
637	3.579793001
638	3.57800699
639	3.574708032
640	3.573079334
641	3.570669607
642	3.568704908
643	3.566349743
644	3.564768495
645	3.561948189
646	3.559989208
647	3.557824766
648	3.554497132
649	3.552426569
650	3.549051872
651	3.546807775
652	3.544939314
653	3.542106696
654	3.541009158
655	3.537209388
656	3.535263321
657	3.532385682
658	3.530108167
659	3.526840788
660	3.523963192
661	3.5225934
662	3.520928734
663	3.517896268
664	3.516345653
665	3.511570987
666	3.50908591
667	3.50682927
668	3.506244609
669	3.505402847
670	3.503643137
671	3.499419462
672	3.497795782
673	3.496902295
674	3.495509165
675	3.490853454
676	3.489581212
677	3.488090014
678	3.483688487
679	3.482394863
680	3.479449231
681	3.474937383
682	3.473695295
683	3.472185351
684	3.469660186
685	3.467021891
686	3.465387491
687	3.461691583
688	3.461230248
689	3.459372497
690	3.45813124
691	3.454906686
692	3.45250063
693	3.451859212
694	3.449836443
695	3.448857514
696	3.448450153
697	3.446809623
698	3.444286759
699	3.443393297
700	3.441700595
701	3.439938357
702	3.438657082
703	3.437441949
704	3.437141253
705	3.434109297
706	3.432697817
707	3.430037962
708	3.42872983
709	3.427750278
710	3.425478682
711	3.422951989
712	3.419926349
713	3.417172466
714	3.414780875
715	3.413750635
716	3.41148397
717	3.409271114
718	3.406691095
719	3.405096264
720	3.403224973
721	3.401339799
722	3.398808169
723	3.398429893
724	3.396763451
725	3.395710711
726	3.394178902
727	3.392337648
728	3.390003387
729	3.38941607
730	3.387285908
731	3.385757228
732	3.384491043
733	3.383139595
734	3.3813438
735	3.378674881
736	3.375892449
737	3.37472316
738	3.373054518
739	3.370588307
740	3.36911469
741	3.366672472
742	3.365742178
743	3.364662228
744	3.3630735
745	3.359963662
746	3.358915094
747	3.356331241
748	3.354908965
749	3.353497557
750	3.352723251
751	3.351498014
752	3.350707656
753	3.347789848
754	3.347148032
755	3.345153342
756	3.342098499
757	3.340758067
758	3.338113909
759	3.336198467
760	3.335374442
761	3.333489388
762	3.332156003
763	3.331342093
764	3.330013449
765	3.328487712
766	3.327467692
767	3.325625958
768	3.324287882
769	3.323641878
770	3.321217819
771	3.319902816
772	3.317670327
773	3.316768788
774	3.3153763
775	3.314231014
776	3.311596947
777	3.30903643
778	3.307461609
779	3.305200501
780	3.304365999
781	3.303869574
782	3.301711214
783	3.299309274
784	3.295908195
785	3.294881477
786	3.293619143
787	3.292177186
788	3.29147004
789	3.288871457
790	3.287841541
791	3.286977599
792	3.283721718
793	3.282239378
794	3.280555041
795	3.279739328
796	3.278808192
797	3.277855804
798	3.277268841
799	3.27495625
800	3.272711412
801	3.269660614
802	3.268569602
803	3.266130922
804	3.26508405
805	3.263766225
806	3.262447848
807	3.261280348
808	3.261167582
809	3.257398426
810	3.254624178
811	3.25323758
812	3.252310854
813	3.25142138
814	3.250727417
815	3.248244592
816	3.246756163
817	3.244902015
818	3.244167871
819	3.241066324
820	3.238770617
821	3.238662535
822	3.236114929
823	3.23238604
824	3.229109062
825	3.227367404
826	3.225434627
827	3.221810625
828	3.221269838
829	3.220978431
830	3.219103519
831	3.217006026
832	3.216730515
833	3.214950565
834	3.212912273
835	3.210434348
836	3.210174348
837	3.206805442
838	3.20591689
839	3.205200429
840	3.204627715
841	3.20365556
842	3.201413039
843	3.200174153
844	3.200089417
845	3.198567714
846	3.197639322
847	3.195427386
848	3.194267393
849	3.191821024
850	3.190828514
851	3.187720246
852	3.186733853
853	3.184498938
854	3.182363159
855	3.180708499
856	3.178448724
857	3.176175283
858	3.175134966
859	3.172618438
860	3.171186341
861	3.170795244
862	3.168342042
863	3.167723171
864	3.166608933
865	3.163258905
866	3.161133015
867	3.159600061
868	3.157783731
869	3.157710665
870	3.155212281
871	3.152961188
872	3.152823719
873	3.152371391
874	3.150718161
875	3.148948964
876	3.146971192
877	3.143811334
878	3.143138334
879	3.142217253
880	3.140458835
881	3.139962958
882	3.138373685
883	3.136925111
884	3.135711142
885	3.13416176
886	3.131166864
887	3.129631125
888	3.128739841
889	3.127351206
890	3.124526997
891	3.122836591
892	3.122638817
893	3.122193108
894	3.12182361
895	3.120176807
896	3.119464926
897	3.118605632
898	3.115911888
899	3.114996037
900	3.112699724
901	3.111516254
902	3.109311679
903	3.10712281
904	3.105894013
905	3.105199221
906	3.104692801
907	3.103146809
908	3.101679977
909	3.099899745
910	3.099567068
911	3.098781857
912	3.096524476
913	3.095313165
914	3.094694837
915	3.094420416
916	3.093105956
917	3.091763128
918	3.089502257
919	3.08665445
920	3.086416166
921	3.085341273
922	3.084364907
923	3.083209762
924	3.082618426
925	3.082070172
926	3.081686642
927	3.080729167
928	3.079505322
929	3.079352165
930	3.077620018
931	3.075962353
932	3.075120802
933	3.072916143
934	3.070696321
935	3.068412646
936	3.067375799
937	3.064619444
938	3.063338997
939	3.061976381
940	3.060509422
941	3.058487825
942	3.057695798
943	3.055179397
944	3.053108291
945	3.050589607
946	3.047014807
947	3.046858414
948	3.045426293
949	3.044599362
950	3.043477473
951	3.042492463
952	3.040634968
953	3.038487913
954	3.037759543
955	3.036615717
956	3.034968618
957	3.033516412
958	3.031430687
959	3.030437701
960	3.027823128
961	3.026662472
962	3.025352302
963	3.02270906
964	3.022051893
965	3.019680053
966	3.017496943
967	3.016154023
968	3.012138286
969	3.011835348
970	3.0107434
971	3.010370446
972	3.009895972
973	3.009070379
974	3.006872155
975	3.005662392
976	3.003198351
977	3.001853104
978	3.001563944
979	2.999577536
980	2.996971204
981	2.994943351
982	2.993193168
983	2.990716694
984	2.988569516
985	2.987390039
986	2.986875903
987	2.985798312
988	2.984598584
989	2.981339486
990	2.979007748
991	2.976344406
992	2.975335924
993	2.971579208
994	2.97144314
995	2.969147908
996	2.967394159
997	2.965680403
998	2.963033067
999	2.961509371
